,0,1,Prediction
2088,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11112 - Copy (16).jpg,fear,surprise
2089,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11112 - Copy (17).jpg,fear,surprise
2090,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11112 - Copy (18).jpg,fear,surprise
2091,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11112 - Copy (19).jpg,fear,surprise
2092,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11112 - Copy (2).jpg,fear,surprise
2093,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11112 - Copy (3).jpg,fear,surprise
2094,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11112 - Copy (4).jpg,fear,surprise
2095,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11112 - Copy (5).jpg,fear,surprise
2096,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11112 - Copy (6).jpg,fear,surprise
2097,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11112 - Copy (7).jpg,fear,surprise
2098,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11112 - Copy (8).jpg,fear,surprise
2099,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11112 - Copy (9).jpg,fear,surprise
2100,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11112 - Copy.jpg,fear,surprise
2101,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11112.jpg,fear,surprise
2102,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (10) - Copy - Copy.jpg,fear,fear
2103,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (10) - Copy.jpg,fear,fear
2104,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (10).jpg,fear,fear
2105,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (100) - Copy - Copy.jpg,fear,fear
2106,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (100) - Copy.jpg,fear,fear
2107,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (101) - Copy - Copy.jpg,fear,fear
2108,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (101) - Copy.jpg,fear,fear
2109,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (102) - Copy - Copy.jpg,fear,fear
2110,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (102) - Copy.jpg,fear,fear
2111,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (103) - Copy - Copy.jpg,fear,fear
2112,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (103) - Copy.jpg,fear,fear
2113,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (104) - Copy - Copy.jpg,fear,fear
2114,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (104) - Copy.jpg,fear,fear
2115,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (105) - Copy - Copy.jpg,fear,fear
2116,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (105) - Copy.jpg,fear,fear
2117,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (106) - Copy - Copy.jpg,fear,fear
2118,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (106) - Copy.jpg,fear,fear
2119,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (107) - Copy - Copy.jpg,fear,fear
2120,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (107) - Copy.jpg,fear,fear
2121,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (108) - Copy - Copy.jpg,fear,fear
2122,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (108) - Copy.jpg,fear,fear
2123,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (109) - Copy - Copy.jpg,fear,fear
2124,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (109) - Copy.jpg,fear,fear
2125,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (11) - Copy - Copy.jpg,fear,fear
2126,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (11) - Copy.jpg,fear,fear
2127,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (11).jpg,fear,fear
2128,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (110) - Copy - Copy.jpg,fear,fear
2129,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (110) - Copy.jpg,fear,fear
2130,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (111) - Copy - Copy.jpg,fear,fear
2131,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (111) - Copy.jpg,fear,fear
2132,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (112) - Copy - Copy.jpg,fear,fear
2133,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (112) - Copy.jpg,fear,fear
2134,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (113) - Copy - Copy.jpg,fear,fear
2135,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (113) - Copy.jpg,fear,fear
2136,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (114) - Copy - Copy.jpg,fear,fear
2137,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (114) - Copy.jpg,fear,fear
2138,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (115) - Copy - Copy.jpg,fear,fear
2139,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (115) - Copy.jpg,fear,fear
2140,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (116) - Copy - Copy.jpg,fear,fear
2141,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (116) - Copy.jpg,fear,fear
2142,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (117) - Copy - Copy.jpg,fear,fear
2143,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (117) - Copy.jpg,fear,fear
2144,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (118) - Copy - Copy.jpg,fear,fear
2145,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (118) - Copy.jpg,fear,fear
2146,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (119) - Copy - Copy.jpg,fear,fear
2147,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (119) - Copy.jpg,fear,fear
2148,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (12) - Copy - Copy.jpg,fear,fear
2149,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (12) - Copy.jpg,fear,fear
2150,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (12).jpg,fear,fear
2151,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (120) - Copy - Copy.jpg,fear,fear
2152,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (120) - Copy.jpg,fear,fear
2153,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (121) - Copy - Copy.jpg,fear,fear
2154,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (121) - Copy.jpg,fear,fear
2155,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (122) - Copy - Copy.jpg,fear,fear
2156,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (122) - Copy.jpg,fear,fear
2157,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (123) - Copy - Copy.jpg,fear,fear
2158,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (123) - Copy.jpg,fear,fear
2159,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (124) - Copy - Copy.jpg,fear,fear
2160,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (124) - Copy.jpg,fear,fear
2161,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (125) - Copy - Copy.jpg,fear,fear
2162,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (125) - Copy.jpg,fear,fear
2163,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (126) - Copy - Copy.jpg,fear,fear
2164,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (126) - Copy.jpg,fear,fear
2165,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (127) - Copy - Copy.jpg,fear,fear
2166,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (127) - Copy.jpg,fear,fear
2167,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (128) - Copy - Copy.jpg,fear,fear
2168,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (128) - Copy.jpg,fear,fear
2169,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (129) - Copy - Copy.jpg,fear,fear
2170,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (129) - Copy.jpg,fear,fear
2171,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (13) - Copy - Copy.jpg,fear,fear
2172,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (13) - Copy.jpg,fear,fear
2173,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (13).jpg,fear,fear
2174,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (130) - Copy - Copy.jpg,fear,fear
2175,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (130) - Copy.jpg,fear,fear
2176,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (131) - Copy - Copy.jpg,fear,fear
2177,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (131) - Copy.jpg,fear,fear
2178,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (132) - Copy - Copy.jpg,fear,fear
2179,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (132) - Copy.jpg,fear,fear
2180,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (133) - Copy - Copy.jpg,fear,fear
2181,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (133) - Copy.jpg,fear,fear
2182,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (134) - Copy - Copy.jpg,fear,fear
2183,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (134) - Copy.jpg,fear,fear
2184,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (135) - Copy - Copy.jpg,fear,fear
2185,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (135) - Copy.jpg,fear,fear
2186,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (136) - Copy - Copy.jpg,fear,fear
2187,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (136) - Copy.jpg,fear,fear
2188,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (137) - Copy - Copy.jpg,fear,fear
2189,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (137) - Copy.jpg,fear,fear
2190,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (138) - Copy - Copy.jpg,fear,fear
2191,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (138) - Copy.jpg,fear,fear
2192,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (139) - Copy - Copy.jpg,fear,fear
2193,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (139) - Copy.jpg,fear,fear
2194,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (14) - Copy - Copy.jpg,fear,fear
2195,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (14) - Copy.jpg,fear,fear
2196,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (14).jpg,fear,fear
2197,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (140) - Copy - Copy.jpg,fear,fear
2198,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (140) - Copy.jpg,fear,fear
2199,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (141) - Copy - Copy.jpg,fear,fear
2200,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (141) - Copy.jpg,fear,fear
2201,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (142) - Copy - Copy.jpg,fear,fear
2202,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (142) - Copy.jpg,fear,fear
2203,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (143) - Copy - Copy.jpg,fear,fear
2204,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (143) - Copy.jpg,fear,fear
2205,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (144) - Copy - Copy.jpg,fear,fear
2206,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (144) - Copy.jpg,fear,fear
2207,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (145) - Copy - Copy.jpg,fear,fear
2208,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (145) - Copy.jpg,fear,fear
2209,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (146) - Copy - Copy.jpg,fear,fear
2210,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (146) - Copy.jpg,fear,fear
2211,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (147) - Copy - Copy.jpg,fear,fear
2212,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (147) - Copy.jpg,fear,fear
2213,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (148) - Copy - Copy.jpg,fear,fear
2214,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (148) - Copy.jpg,fear,fear
2215,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (149) - Copy - Copy.jpg,fear,fear
2216,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (149) - Copy.jpg,fear,fear
2217,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (15) - Copy - Copy.jpg,fear,fear
2218,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (15) - Copy.jpg,fear,fear
2219,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (15).jpg,fear,fear
2220,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (150) - Copy - Copy.jpg,fear,fear
2221,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (150) - Copy.jpg,fear,fear
2222,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (151) - Copy - Copy.jpg,fear,fear
2223,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (151) - Copy.jpg,fear,fear
2224,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (152) - Copy - Copy.jpg,fear,fear
2225,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (152) - Copy.jpg,fear,fear
2226,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (153) - Copy - Copy.jpg,fear,fear
2227,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (153) - Copy.jpg,fear,fear
2228,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (154) - Copy - Copy.jpg,fear,fear
2229,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (154) - Copy.jpg,fear,fear
2230,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (155) - Copy - Copy.jpg,fear,fear
2231,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (155) - Copy.jpg,fear,fear
2232,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (156) - Copy - Copy.jpg,fear,fear
2233,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (156) - Copy.jpg,fear,fear
2234,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (157) - Copy - Copy.jpg,fear,fear
2235,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (157) - Copy.jpg,fear,fear
2236,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (158) - Copy - Copy.jpg,fear,fear
2237,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (158) - Copy.jpg,fear,fear
2238,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (159) - Copy - Copy.jpg,fear,fear
2239,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (159) - Copy.jpg,fear,fear
2240,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (16) - Copy - Copy.jpg,fear,fear
2241,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (16) - Copy.jpg,fear,fear
2242,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (16).jpg,fear,fear
2243,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (160) - Copy - Copy.jpg,fear,fear
2244,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (160) - Copy.jpg,fear,fear
2245,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (161) - Copy - Copy.jpg,fear,fear
2246,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (161) - Copy.jpg,fear,fear
2247,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (162) - Copy - Copy.jpg,fear,fear
2248,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (162) - Copy.jpg,fear,fear
2249,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (163) - Copy - Copy.jpg,fear,fear
2250,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (163) - Copy.jpg,fear,fear
2251,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (164) - Copy - Copy.jpg,fear,fear
2252,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (164) - Copy.jpg,fear,fear
2253,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (165) - Copy - Copy.jpg,fear,fear
2254,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (165) - Copy.jpg,fear,fear
2255,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (166) - Copy - Copy.jpg,fear,fear
2256,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (166) - Copy.jpg,fear,fear
2257,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (167) - Copy - Copy.jpg,fear,fear
2258,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (167) - Copy.jpg,fear,fear
2259,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (168) - Copy - Copy.jpg,fear,fear
2260,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (168) - Copy.jpg,fear,fear
2261,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (169) - Copy - Copy.jpg,fear,fear
2262,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (169) - Copy.jpg,fear,fear
2263,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (17) - Copy - Copy.jpg,fear,fear
2264,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (17) - Copy.jpg,fear,fear
2265,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (17).jpg,fear,fear
2266,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (170) - Copy - Copy.jpg,fear,fear
2267,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (170) - Copy.jpg,fear,fear
2268,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (171) - Copy - Copy.jpg,fear,fear
2269,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (171) - Copy.jpg,fear,fear
2270,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (172) - Copy - Copy.jpg,fear,fear
2271,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (172) - Copy.jpg,fear,fear
2272,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (173) - Copy - Copy.jpg,fear,fear
2273,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (173) - Copy.jpg,fear,fear
2274,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (174) - Copy - Copy.jpg,fear,fear
2275,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (174) - Copy.jpg,fear,fear
2276,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (175) - Copy - Copy.jpg,fear,fear
2277,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (175) - Copy.jpg,fear,fear
2278,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (176) - Copy - Copy.jpg,fear,fear
2279,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (176) - Copy.jpg,fear,fear
2280,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (177) - Copy - Copy.jpg,fear,fear
2281,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (177) - Copy.jpg,fear,fear
2282,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (178) - Copy - Copy.jpg,fear,fear
2283,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (178) - Copy.jpg,fear,fear
2284,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (179) - Copy - Copy.jpg,fear,fear
2285,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (179) - Copy.jpg,fear,fear
2286,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (18) - Copy - Copy.jpg,fear,fear
2287,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (18) - Copy.jpg,fear,fear
2288,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (18).jpg,fear,fear
2289,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (180) - Copy - Copy.jpg,fear,fear
2290,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (180) - Copy.jpg,fear,fear
2291,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (181) - Copy - Copy.jpg,fear,fear
2292,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (181) - Copy.jpg,fear,fear
2293,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (182) - Copy - Copy.jpg,fear,fear
2294,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (182) - Copy.jpg,fear,fear
2295,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (183) - Copy - Copy.jpg,fear,fear
2296,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (183) - Copy.jpg,fear,fear
2297,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (184) - Copy - Copy.jpg,fear,fear
2298,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (184) - Copy.jpg,fear,fear
2299,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (185) - Copy - Copy.jpg,fear,fear
2300,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (185) - Copy.jpg,fear,fear
2301,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (186) - Copy - Copy.jpg,fear,fear
2302,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (186) - Copy.jpg,fear,fear
2303,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (187) - Copy - Copy.jpg,fear,fear
2304,C:\Users\sures\Desktop\Python\face-emotion-recognition\images/validation/fear/11353 - Copy (187) - Copy.jpg,fear,fear
